student_id,name,branch,current_semester,section,avg_score,attendance_rate,marks_std_dev,total_absences,subject_count,consistency_score,improvement_rate
CSE20211902,Urishilla Saini,CSE,6,A,30.77,34.09,15.81,59,6,84.19,0.01
CIVIL20231903,Rohan Chaudhry,CIVIL,2,A,39.44,63.93,18.82,32,6,81.18,-3.91
IT20201904,Tamanna Edwin,IT,7,B,21.51,41.78,12.67,52,6,87.33,-3.84
CIVIL20201905,Chakradev Mohanty,CIVIL,8,B,54.96,73.67,7.26,23,5,92.74,-0.03
ECE20201906,Abha Tiwari,ECE,7,B,90.79,96.07,3.43,3,6,96.57,-3.1
CIVIL20221907,Harita Swamy,CIVIL,4,A,57.79,81.41,13.98,16,6,86.02,4.1
CIVIL20211908,Jack Kulkarni,CIVIL,5,B,91.85,93.11,3.91,6,5,96.09,0.08
IT20221909,Saanvi Grewal,IT,3,A,74.91,78.85,12.63,19,5,87.37,-1.32
ECE20211910,Vivaan Jhaveri,ECE,6,B,56.2,65.79,13.2,30,6,86.8,2.66
ECE20211911,Bhavani Dalal,ECE,6,B,50.55,82.34,13.89,15,5,86.11,-4.04
CSE20231912,Karan Gera,CSE,1,B,21.92,73.42,2.44,23,5,97.56,2.98
CSE20231913,Henry Bala,CSE,2,C,35.57,65.55,5.01,31,5,94.99,1.38
CSE20231914,Libni Lal,CSE,1,A,78.13,91.43,5.56,7,6,94.44,-0.38
MECH20231915,Champak Parmar,MECH,1,A,44.43,59.42,6.76,36,6,93.24,1.54
IT20221916,Ranbir Butala,IT,4,A,60.46,86.48,12.66,12,5,87.34,1.52
IT20221917,Tarak Khatri,IT,4,C,69.8,69.48,9.57,27,5,90.43,-4.14
CIVIL20231918,Chasmum Kapur,CIVIL,1,B,69.23,73.7,12.17,23,6,87.83,2.07
CIVIL20201919,Ridhi Keer,CIVIL,7,A,77.67,93.5,2.41,5,5,97.59,-4.62
IT20221920,Gabriel Lall,IT,3,B,76.39,42.34,6.58,51,6,93.42,-1.73
IT20231921,Prisha Bhargava,IT,1,C,54.48,73.44,5.52,23,5,94.48,2.43
CSE20201922,Jeremiah Chana,CSE,8,A,42.07,53.92,17.2,41,5,82.8,0.94
MECH20221923,Ekani Patel,MECH,4,A,66.5,63.65,6.55,32,5,93.45,2.25
MECH20201924,Anika Jhaveri,MECH,8,A,31.4,37.09,18.82,56,5,81.18,2.48
MECH20211925,Yatin Basak,MECH,6,A,73.3,88.41,14.61,10,5,85.39,-1.45
ECE20201926,Nimrat Bhatnagar,ECE,7,C,68.46,85.97,8.13,12,6,91.87,3.76
MECH20231927,Dhriti Shetty,MECH,2,A,54.96,64.34,5.94,32,5,94.06,4.42
CIVIL20221928,Gayathri Bora,CIVIL,3,C,47.04,51.16,5.83,43,5,94.17,1.88
CIVIL20201929,Rachit Ravel,CIVIL,7,A,32.23,46.51,14.94,48,6,85.06,1.1
CIVIL20211930,Harini Tiwari,CIVIL,5,B,29.21,34.85,5.34,58,5,94.66,2.89
MECH20201931,Omisha Bhavsar,MECH,8,A,23.92,58.14,5.35,37,6,94.65,-3.27
CIVIL20221932,Kavya Parekh,CIVIL,3,B,81.52,93.75,4.42,5,5,95.58,4.76
IT20221933,Sneha Palla,IT,4,C,77.6,93.16,3.5,6,6,96.5,0.41
IT20231934,Tanveer Prasad,IT,2,C,44.61,35.09,15.8,58,5,84.2,2.42
CSE20231935,Simon Viswanathan,CSE,1,A,21.77,34.87,24.21,58,6,75.79,2.74
CSE20211936,Zehaan Narula,CSE,6,A,73.04,82.79,11.85,15,5,88.15,-2.49
CSE20211937,Lavanya Ahuja,CSE,5,C,54.99,60.24,9.66,35,5,90.34,1.35
MECH20231938,Ishwar Butala,MECH,1,A,49.95,51.19,19.47,43,6,80.53,2.67
ECE20231939,Owen Dugar,ECE,1,B,52.13,76.26,9.45,21,6,90.55,-1.28
CIVIL20221940,Mahika Varkey,CIVIL,4,C,59.52,79.08,7.01,18,6,92.99,-2.22
ECE20231941,Charan Randhawa,ECE,1,B,27.68,39.93,15.55,54,5,84.45,-3.64
CSE20231942,Ekansh Dass,CSE,1,C,52.33,62.69,12.47,33,5,87.53,2.77
CSE20221943,Lipika Barman,CSE,4,C,54.95,63.41,6.56,32,6,93.44,-4.18
CSE20221944,Chandani Thakur,CSE,4,C,53.54,86.91,14.8,11,5,85.2,0.96
IT20221945,Oni De,IT,3,C,37.06,38.41,12.66,55,6,87.34,-2.79
CSE20201946,Leela Tella,CSE,7,A,85.29,93.47,4.85,5,5,95.15,-3.01
ECE20201947,Aditya Kapadia,ECE,7,C,61.92,74.71,14.12,22,5,85.88,-1.88
IT20211948,Lohit Kala,IT,5,A,94.79,88.14,7.87,10,6,92.13,-1.37
CSE20201949,Anusha Kar,CSE,8,C,45.76,41.22,18.73,52,6,81.27,-1.12
MECH20211950,Radhika Shankar,MECH,5,A,92.33,99.76,4.09,0,6,95.91,-2.4
CIVIL20231951,Aishani Bajaj,CIVIL,2,C,46.38,87.05,4.03,11,6,95.97,-2.87
MECH20211952,Janya Ahluwalia,MECH,6,C,57.28,70.68,8.16,26,6,91.84,4.86
ECE20231953,Hardik Rajan,ECE,1,B,73.04,74.58,22.03,22,5,77.97,-1.52
CSE20221954,Chaaya Shenoy,CSE,3,A,63.44,61.32,6.36,34,5,93.64,4.22
CSE20201955,Hamsini Raghavan,CSE,8,A,58.43,76.7,12.09,20,6,87.91,2.33
CIVIL20211956,Isaiah Chanda,CIVIL,6,C,86.28,97.28,5.07,2,5,94.93,-3.6
CIVIL20231957,Barkha Sood,CIVIL,1,C,72.89,63.95,11.7,32,5,88.3,-0.88
ECE20231958,Chaman Bhatia,ECE,1,B,50.03,70.9,6.64,26,6,93.36,-1.76
ECE20221959,Osha Brar,ECE,4,B,70.07,79.5,11.09,18,5,88.91,-2.71
CSE20201960,Wishi Chad,CSE,8,C,68.87,79.95,9.29,18,6,90.71,-4.43
MECH20221961,Raghav Joshi,MECH,4,B,72.93,83.54,5.93,14,6,94.07,-1.87
IT20211962,Raagini Mann,IT,5,A,37.98,43.72,18.54,50,6,81.46,-0.71
MECH20201963,Nikita Pant,MECH,7,C,92.59,31.28,23.97,61,6,76.03,-4.57
ECE20221964,Bishakha Patla,ECE,4,B,51.46,66.66,13.42,30,5,86.58,1.71
CIVIL20231965,Dalbir Mody,CIVIL,2,C,68.75,84.49,12.68,13,5,87.32,4.63
CSE20231966,Dhruv Subramaniam,CSE,2,A,88.51,94.84,9.93,4,6,90.07,2.37
ECE20221967,Champak Wable,ECE,3,C,85.54,95.73,5.2,3,6,94.8,-3.28
CSE20211968,Naksh Seshadri,CSE,5,B,67.92,69.49,13.45,27,6,86.55,0.81
ECE20231969,Mason Memon,ECE,1,B,52.1,67.48,5.07,29,6,94.93,0.4
ECE20231970,Jai Suri,ECE,1,B,22.36,31.13,17.59,61,5,82.41,-1.94
MECH20201971,Tripti Krishna,MECH,8,C,73.1,78.95,6.29,18,6,93.71,0.84
MECH20201972,Henry Lal,MECH,8,B,20.44,30.19,13.24,62,6,86.76,-1.63
CSE20231973,Victor Borah,CSE,1,A,21.13,46.84,7.31,47,5,92.69,3.47
IT20201974,Neha Tata,IT,7,B,88.81,89.06,2.17,9,5,97.83,4.18
IT20201975,Chakrika Narasimhan,IT,8,A,63.68,54.86,11.48,40,5,88.52,-2.39
ECE20211976,Keya Sundaram,ECE,6,B,82.73,86.15,5.29,12,5,94.71,-2.13
MECH20201977,Nidhi Bahri,MECH,8,C,61.0,69.74,12.71,27,6,87.29,2.73
MECH20201978,Logan Chand,MECH,7,A,73.98,79.28,8.16,18,6,91.84,1.37
ECE20201979,Upma Taneja,ECE,8,A,56.04,66.34,12.92,30,5,87.08,-3.61
IT20211980,Naksh Dhar,IT,5,A,73.03,82.96,11.72,15,6,88.28,1.18
IT20201981,Anya Padmanabhan,IT,7,C,95.52,88.71,5.86,10,5,94.14,-2.43
CSE20221982,Sai Dhillon,CSE,4,A,60.39,72.26,12.44,24,6,87.56,-4.02
MECH20231983,Baghyawati Natarajan,MECH,2,C,84.3,95.68,6.64,3,6,93.36,-0.47
MECH20221984,Kashish Kala,MECH,3,C,97.22,99.91,2.96,0,6,97.04,-0.75
ECE20221985,Yashvi Kar,ECE,4,A,85.23,42.03,20.01,52,5,79.99,-2.86
MECH20221986,Praneel Verma,MECH,3,B,73.47,84.27,12.23,14,6,87.77,-0.69
MECH20221987,Eshana Bansal,MECH,3,C,71.15,72.87,11.35,24,5,88.65,2.56
ECE20231988,Hemal Ganesan,ECE,2,B,65.39,66.15,13.96,30,5,86.04,-2.16
IT20221989,Yachana Sood,IT,4,C,94.86,90.08,5.73,8,6,94.27,1.75
MECH20221990,Triveni Nagarajan,MECH,3,A,66.78,77.57,6.03,20,5,93.97,-1.2
MECH20231991,Gayathri Jaggi,MECH,2,C,76.21,47.78,3.26,46,5,96.74,-4.75
IT20231992,Advaith Parsa,IT,2,A,53.81,83.9,10.61,14,5,89.39,-0.46
CSE20211993,Ekani Biswas,CSE,5,B,57.55,64.18,14.35,32,6,85.65,0.24
IT20201994,Xiti Sarkar,IT,8,C,93.22,85.52,4.3,13,5,95.7,-0.64
CSE20231995,Bhavika Dhingra,CSE,2,B,63.12,77.4,24.3,20,5,75.7,-1.98
IT20201996,Brinda Dewan,IT,7,C,73.71,83.42,13.6,14,6,86.4,-2.98
MECH20231997,Bachittar Wali,MECH,2,B,54.37,60.6,6.16,35,5,93.84,-1.69
IT20221998,Jasmit Nadig,IT,3,C,52.49,38.64,23.61,55,6,76.39,0.2
IT20201999,Chatura Bedi,IT,7,B,61.37,78.31,9.95,19,6,90.05,-4.86
CIVIL20212000,Eiravati Loke,CIVIL,5,A,84.31,94.15,5.54,5,6,94.46,0.31
ECE20202001,Kevin Kar,ECE,8,A,81.55,86.33,5.28,12,5,94.72,1.31
ECE20232002,Anmol Sundaram,ECE,1,B,81.62,97.47,4.82,2,6,95.18,3.3
CSE20222003,William Chander,CSE,4,C,64.37,86.52,11.61,12,6,88.39,3.38
ECE20232004,Januja Sodhi,ECE,1,A,21.9,72.29,3.69,24,5,96.31,0.85
CIVIL20222005,Mugdha Gokhale,CIVIL,3,A,57.6,87.19,10.99,11,5,89.01,-4.69
CIVIL20222006,Idika Prashad,CIVIL,4,C,60.63,87.3,9.43,11,6,90.57,1.48
CSE20232007,Vansha Brar,CSE,1,C,91.16,85.45,7.72,13,5,92.28,-0.66
CSE20202008,Vivaan Sarna,CSE,8,A,60.71,86.2,12.31,12,6,87.69,0.58
MECH20212009,Kala Ghosh,MECH,5,C,43.69,33.96,12.83,59,6,87.17,1.05
CSE20202010,Neha Narula,CSE,7,B,80.55,95.05,2.52,4,5,97.48,2.49
ECE20212011,Ranbir Yadav,ECE,5,A,57.06,68.58,5.95,28,6,94.05,-1.07
ECE20222012,Leena Mukherjee,ECE,3,C,62.37,75.39,14.78,22,5,85.22,1.22
MECH20222013,Yamini Kapoor,MECH,4,C,85.91,94.87,5.49,4,6,94.51,0.56
CIVIL20202014,Manya Divan,CIVIL,8,A,60.7,70.99,7.07,26,6,92.93,4.59
IT20232015,Benjamin Datta,IT,1,C,54.73,68.7,13.43,28,6,86.57,2.56
CSE20232016,Rajata Oak,CSE,1,C,50.12,74.58,5.23,22,5,94.77,-0.91
CSE20222017,Adweta Toor,CSE,3,A,60.72,87.03,13.02,11,6,86.98,4.72
CIVIL20232018,Adweta Rajagopalan,CIVIL,2,B,32.29,62.08,10.86,34,5,89.14,-4.42
ECE20222019,Wyatt Deshmukh,ECE,3,A,65.69,66.92,6.55,29,6,93.45,0.84
CIVIL20222020,Ayaan Venkatesh,CIVIL,4,B,45.07,30.73,18.65,62,6,81.35,-3.88
CSE20222021,Baljiwan Luthra,CSE,3,C,92.11,87.72,2.32,11,6,97.68,-3.73
ECE20222022,Ekbal Kumar,ECE,3,C,94.59,79.31,14.01,18,5,85.99,-4.83
CSE20232023,Reva Seth,CSE,2,B,52.38,60.68,8.64,35,5,91.36,2.12
IT20202024,Daniel Gola,IT,7,C,95.9,95.27,7.9,4,6,92.1,-2.97
CIVIL20222025,Chameli Dhaliwal,CIVIL,4,C,62.9,84.21,9.79,14,6,90.21,-3.75
ECE20212026,Balveer Narain,ECE,6,C,50.68,72.14,13.84,25,5,86.16,1.75
MECH20212027,Harsh Nigam,MECH,5,A,55.98,77.48,5.67,20,6,94.33,0.3
MECH20232028,Ekantika Loke,MECH,2,B,61.31,83.17,13.45,15,6,86.55,0.06
MECH20212029,Kala Rajan,MECH,6,C,22.38,39.7,19.52,54,5,80.48,-4.29
MECH20212030,Bimala Rajagopalan,MECH,5,B,35.51,48.39,11.99,46,5,88.01,-3.17
CIVIL20222031,Chanchal Balan,CIVIL,3,B,41.26,39.01,15.69,54,5,84.31,4.93
MECH20202032,Mugdha Sabharwal,MECH,8,B,57.7,93.52,23.06,5,6,76.94,-0.6
MECH20232033,Liam Chaudhuri,MECH,1,B,85.15,68.67,11.86,28,6,88.14,2.43
MECH20222034,Kai Edwin,MECH,3,C,27.99,44.97,18.47,49,6,81.53,3.91
CSE20232035,Prisha Sidhu,CSE,2,B,51.08,60.42,11.23,35,5,88.77,2.35
CSE20222036,Bhavani Cheema,CSE,3,A,90.23,97.45,5.8,2,6,94.2,-0.58
CSE20232037,Kabir Natarajan,CSE,1,A,69.74,87.87,7.7,10,5,92.3,0.43
MECH20222038,Warhi Char,MECH,4,A,65.65,85.57,14.59,12,6,85.41,1.18
MECH20232039,Ayush Mandal,MECH,2,A,61.77,88.53,13.27,10,6,86.73,-0.07
ECE20202040,Nathan Bassi,ECE,8,A,32.73,45.68,13.62,48,5,86.38,-3.58
CIVIL20212041,Vivaan Joshi,CIVIL,5,A,55.54,63.74,7.85,32,5,92.15,-0.81
CIVIL20222042,Priya Ganesh,CIVIL,3,B,23.54,50.9,11.5,44,5,88.5,-1.33
IT20222043,Mitesh Behl,IT,4,C,68.52,77.61,13.33,20,6,86.67,-2.07
ECE20202044,Nihal Mandal,ECE,8,A,63.84,67.37,13.86,29,6,86.14,-3.28
ECE20232045,Ikbal Sood,ECE,1,C,21.71,53.26,11.05,42,6,88.95,1.91
MECH20212046,Tanmayi Sathe,MECH,6,B,55.2,71.11,12.49,26,6,87.51,-3.95
CSE20212047,Anamika Ganesh,CSE,6,B,73.17,84.75,14.59,13,6,85.41,3.83
IT20222048,Ijaya Contractor,IT,3,C,64.09,58.96,9.78,36,6,90.22,-4.43
ECE20222049,Pranit Biswas,ECE,3,C,69.07,88.3,14.69,10,5,85.31,3.84
CIVIL20212050,Manan Prabhakar,CIVIL,6,B,54.86,72.76,9.09,24,5,90.91,3.88
MECH20232051,Advik Bhatnagar,MECH,2,B,52.02,66.45,13.13,30,5,86.87,0.18
CSE20202052,Harinakshi Gopal,CSE,7,A,93.08,90.18,7.23,8,6,92.77,4.0
ECE20222053,Baghyawati Sant,ECE,3,A,66.39,85.46,12.36,13,5,87.64,-2.11
CIVIL20222054,Harrison Lanka,CIVIL,3,B,83.66,72.52,22.32,24,5,77.68,-4.64
CSE20202055,Omaja Deshpande,CSE,7,C,53.22,64.33,8.4,32,6,91.6,-1.55
IT20202056,Chaaya Tak,IT,8,C,72.44,63.61,8.06,32,5,91.94,-3.1
IT20232057,Parth Shankar,IT,1,C,77.47,88.0,6.22,10,5,93.78,-2.28
CSE20212058,Zaitra Varghese,CSE,5,B,41.61,40.89,8.76,53,6,91.24,-0.7
CIVIL20202059,Anmol Mammen,CIVIL,7,A,63.48,85.24,12.96,13,6,87.04,1.46
ECE20212060,Anirudh Badal,ECE,5,C,21.64,68.64,4.14,28,5,95.86,-1.73
CIVIL20232061,Daksha Wagle,CIVIL,2,A,23.28,62.84,12.7,33,5,87.3,2.78
IT20222062,Harinakshi Saraf,IT,3,A,47.09,63.74,13.41,32,5,86.59,-0.28
IT20212063,Vasatika Khalsa,IT,6,A,62.36,77.43,8.85,20,6,91.15,-3.1
ECE20232064,Varenya Gaba,ECE,1,C,80.37,91.5,6.32,7,5,93.68,4.42
CSE20212065,Arjun Chatterjee,CSE,6,C,69.46,80.47,11.74,17,5,88.26,-2.46
CIVIL20212066,Ranbir Wagle,CIVIL,5,C,54.72,68.68,14.76,28,6,85.24,2.74
ECE20222067,Priya Hora,ECE,3,B,94.36,69.74,21.59,27,5,78.41,1.04
CIVIL20232068,Gautam Rao,CIVIL,1,A,59.35,62.51,12.4,33,5,87.6,-4.92
ECE20212069,Udarsh Ram,ECE,6,C,83.47,95.5,4.54,4,6,95.46,-1.38
MECH20232070,Rachana Parikh,MECH,2,B,72.73,73.75,10.93,23,5,89.07,-1.09
IT20222071,Jhalak Gulati,IT,4,A,56.04,81.67,10.6,16,5,89.4,-2.22
MECH20202072,Dhruv Devi,MECH,8,A,60.95,77.29,9.77,20,6,90.23,1.79
MECH20202073,Gunbir Prabhu,MECH,7,C,50.32,88.4,5.5,10,5,94.5,3.3
IT20202074,Inaya Soman,IT,7,B,73.86,70.63,7.01,26,6,92.99,-4.78
MECH20212075,Rehaan Deo,MECH,6,A,63.18,85.69,5.13,12,6,94.87,1.4
IT20222076,Ucchal Munshi,IT,3,A,88.96,96.02,2.34,3,5,97.66,-4.18
MECH20212077,Gautami Kar,MECH,6,B,48.68,58.31,14.45,37,5,85.55,-0.02
ECE20232078,Harish Sheth,ECE,1,B,59.42,88.86,12.61,10,5,87.39,1.79
CIVIL20222079,Ekantika Vora,CIVIL,3,B,56.44,87.03,5.39,11,6,94.61,-4.06
ECE20232080,Owen Mane,ECE,2,B,96.9,88.44,6.91,10,5,93.09,0.32
CIVIL20202081,Hemang Viswanathan,CIVIL,7,C,25.88,48.9,14.75,45,5,85.25,3.96
CSE20232082,Daniel Morar,CSE,2,C,42.01,50.8,8.68,44,6,91.32,4.21
CSE20222083,Aryan Khosla,CSE,4,C,84.9,97.77,2.21,2,6,97.79,3.93
MECH20222084,Zaitra Gala,MECH,3,A,68.28,42.05,20.64,52,6,79.36,-1.57
MECH20212085,Keya Tiwari,MECH,5,A,50.18,61.5,5.04,34,6,94.96,-4.78
CSE20202086,Kavya Dhar,CSE,8,B,93.56,85.17,3.52,13,6,96.48,-2.06
CIVIL20222087,Anamika Agarwal,CIVIL,3,C,42.4,32.0,7.61,61,5,92.39,0.23
ECE20222088,Fiyaz Panchal,ECE,3,C,69.93,73.27,14.22,24,6,85.78,0.31
MECH20222089,Vasatika Gade,MECH,4,A,20.04,85.69,2.56,12,6,97.44,-1.49
CSE20212090,Maanav Khatri,CSE,5,B,21.46,41.19,5.05,52,6,94.95,0.47
MECH20212091,Omisha Bala,MECH,6,B,55.45,88.32,7.58,10,6,92.42,-2.0
CSE20202092,Indali Sura,CSE,7,C,94.9,93.9,5.66,5,5,94.34,1.32
MECH20212093,Aayush Wadhwa,MECH,5,A,73.32,43.1,12.61,51,6,87.39,-2.89
IT20212094,Rachana Mall,IT,5,B,43.39,39.28,11.79,54,5,88.21,4.52
ECE20232095,Aahana Swaminathan,ECE,2,B,74.44,67.32,11.02,29,6,88.98,3.16
CSE20232096,Pallavi Ravi,CSE,2,B,78.76,85.57,5.7,12,5,94.3,2.8
CIVIL20222097,Harrison Dar,CIVIL,4,B,90.19,97.94,6.87,1,5,93.13,-2.67
MECH20212098,Henry Chawla,MECH,6,C,41.55,54.61,18.41,40,5,81.59,-1.97
CIVIL20212099,Neelima Johal,CIVIL,5,C,67.38,74.21,11.91,23,6,88.09,-4.07
MECH20222100,Kalpit Rajan,MECH,4,B,66.98,80.38,9.22,17,5,90.78,-0.71
MECH20202101,Mugdha Oza,MECH,8,C,44.82,55.57,23.26,39,6,76.74,1.16
ECE20222102,Ekiya Badami,ECE,4,C,65.95,72.61,10.78,24,6,89.22,2.7
ECE20212103,Ekta Hans,ECE,6,B,58.59,64.66,6.44,31,6,93.56,-1.79
CSE20222104,Falan Deep,CSE,3,B,32.62,63.91,9.71,32,5,90.29,-4.67
ECE20222105,Kamala Vala,ECE,4,A,60.45,68.2,13.02,28,6,86.98,-4.81
IT20232106,Pahal Bhavsar,IT,2,A,60.43,80.68,10.98,17,6,89.02,2.61
CSE20202107,Chameli Pandit,CSE,8,B,59.31,61.23,23.04,34,6,76.96,2.95
MECH20232108,Diya Pall,MECH,1,C,67.56,72.17,12.9,25,6,87.1,3.81
ECE20232109,Simon Bala,ECE,1,A,76.15,88.67,5.57,10,5,94.43,-0.32
IT20222110,Radha Vohra,IT,3,B,30.59,57.74,7.49,38,6,92.51,4.68
ECE20212111,Falan Sarin,ECE,6,C,72.01,87.15,6.41,11,5,93.59,3.94
MECH20202112,Charita Chand,MECH,8,C,62.06,88.07,10.01,10,6,89.99,-0.85
IT20212113,Ekapad Bhattacharyya,IT,5,A,72.15,73.23,9.94,24,6,90.06,-4.07
CSE20212114,Jai Yogi,CSE,5,C,86.72,95.82,3.07,3,5,96.93,0.76
ECE20232115,Amruta Bhandari,ECE,1,B,32.75,53.7,8.74,41,5,91.26,-0.26
IT20222116,Anjali Kala,IT,3,C,69.29,78.73,8.68,19,5,91.32,1.83
CSE20202117,Anthony Deshmukh,CSE,8,C,60.02,63.53,10.38,32,6,89.62,-0.38
CIVIL20212118,Yatan Misra,CIVIL,5,B,57.51,76.38,9.85,21,6,90.15,-1.95
CSE20222119,Ekansh Baria,CSE,3,A,62.79,72.61,13.84,24,5,86.16,3.13
CSE20202120,Tristan Nayak,CSE,8,B,78.51,87.05,3.85,11,5,96.15,0.8
ECE20232121,Oeshi Wali,ECE,1,A,64.82,63.59,13.85,32,6,86.15,1.35
MECH20212122,Gopal Bhat,MECH,6,A,48.0,43.59,11.91,50,6,88.09,-4.86
CSE20212123,Bimala Nadkarni,CSE,6,B,73.99,89.16,6.97,9,5,93.03,2.12
IT20202124,Warhi Panchal,IT,7,C,28.77,40.89,19.52,53,6,80.48,0.46
CSE20222125,Quincy Ranganathan,CSE,4,A,50.78,68.49,6.47,28,6,93.53,-3.69
IT20202126,Zaitra Wali,IT,7,A,83.19,98.09,6.34,1,5,93.66,-4.07
CSE20222127,Atharv Loke,CSE,4,A,78.89,86.93,5.17,11,6,94.83,2.74
ECE20202128,Charvi Agarwal,ECE,7,B,84.53,93.34,3.22,5,6,96.78,-2.63
MECH20202129,Lekha Suri,MECH,8,B,24.88,58.23,12.61,37,6,87.39,3.34
IT20212130,Yasti Sachar,IT,5,A,93.71,85.58,7.23,12,5,92.77,2.09
MECH20202131,Tejas Ranganathan,MECH,7,C,91.3,99.13,4.29,0,5,95.71,-2.61
MECH20212132,Raghav Tank,MECH,6,C,55.66,66.25,10.97,30,5,89.03,0.42
ECE20232133,Gaurav Narula,ECE,2,A,42.0,38.99,12.53,54,5,87.47,-1.07
CIVIL20222134,Ryan Chaudry,CIVIL,4,C,50.19,89.91,14.84,9,5,85.16,3.1
ECE20232135,Januja Keer,ECE,2,A,57.11,79.27,10.16,18,6,89.84,3.24
CIVIL20212136,Umang Sibal,CIVIL,6,B,36.51,66.51,11.41,30,5,88.59,0.67
IT20212137,Saksham Solanki,IT,5,B,83.28,99.08,3.96,0,6,96.04,-2.26
CIVIL20232138,Ekantika Mani,CIVIL,1,A,57.38,83.88,11.99,14,5,88.01,-4.66
CSE20232139,Omisha Sarkar,CSE,2,C,51.36,79.58,6.58,18,5,93.42,1.33
MECH20202140,Nitara Sood,MECH,7,A,57.86,68.04,8.7,28,6,91.3,-4.56
CSE20232141,Chaitanya Puri,CSE,2,A,65.38,86.54,7.03,12,5,92.97,4.52
CSE20202142,Henry Kaul,CSE,8,A,66.83,84.89,13.08,13,5,86.92,4.76
CSE20212143,Zarna Zacharia,CSE,6,A,96.84,85.36,3.04,13,6,96.96,3.12
ECE20212144,Harshil Barman,ECE,6,A,24.0,33.74,9.63,59,6,90.37,-1.25
ECE20232145,Logan Jha,ECE,2,A,61.18,90.0,8.05,9,5,91.95,-4.05
MECH20232146,Lila Kata,MECH,2,C,62.92,67.44,7.55,29,5,92.45,3.78
MECH20202147,Azad Badami,MECH,8,A,67.47,68.84,5.06,28,5,94.94,4.41
IT20222148,Zaid Shah,IT,4,A,70.29,74.09,12.29,23,6,87.71,-0.99
ECE20232149,Kalpit Gala,ECE,2,B,70.73,61.56,13.54,34,5,86.46,-4.33
CIVIL20212150,Kashvi Prakash,CIVIL,6,B,37.98,34.35,18.9,59,5,81.1,3.6
IT20232151,Yashoda Roy,IT,2,A,63.79,68.27,12.11,28,5,87.89,2.61
CSE20202152,Garima Dugar,CSE,7,A,86.35,99.56,6.52,0,6,93.48,-4.26
CSE20212153,Dalaja Parmar,CSE,5,A,70.46,72.18,9.12,25,5,90.88,-0.33
IT20212154,Rudra Gala,IT,5,B,78.15,85.22,3.76,13,6,96.24,-3.15
CIVIL20202155,Harish Mohan,CIVIL,8,B,74.96,68.39,6.69,28,6,93.31,-2.46
IT20232156,Sai Vala,IT,2,A,60.09,62.48,8.46,33,6,91.54,1.86
CSE20222157,Urmi Kapur,CSE,3,A,66.18,68.2,7.74,28,5,92.26,2.1
CIVIL20202158,Deepa Borah,CIVIL,8,A,63.14,63.95,14.2,32,6,85.8,-1.7
IT20232159,Mason Soman,IT,1,A,65.27,61.61,5.88,34,6,94.12,-1.19
CIVIL20232160,Jeevika Ravel,CIVIL,2,C,80.63,93.88,4.92,5,5,95.08,-2.28
ECE20212161,Manbir Jhaveri,ECE,5,B,74.9,68.61,9.63,28,6,90.37,-3.51
ECE20212162,Ojas Manda,ECE,6,C,60.73,74.23,8.28,23,5,91.72,2.39
MECH20202163,Wazir Handa,MECH,8,A,20.09,44.03,11.43,50,5,88.57,1.54
CSE20222164,Eesha Purohit,CSE,3,B,70.93,68.0,9.75,28,6,90.25,-3.3
IT20232165,Victor Tata,IT,2,A,55.18,78.22,10.99,19,5,89.01,-4.59
ECE20202166,Qarin Chad,ECE,7,A,57.01,64.19,10.26,32,5,89.74,2.4
ECE20232167,Chaitaly Kade,ECE,2,B,51.05,75.6,8.09,21,6,91.91,-4.52
MECH20222168,Manbir Ben,MECH,4,C,90.02,89.73,3.44,9,5,96.56,-2.37
CSE20232169,Vritti Amble,CSE,2,C,68.91,85.59,14.64,12,5,85.36,-0.79
CSE20202170,Ekavir Nadig,CSE,7,A,72.81,58.56,9.98,37,6,90.02,1.71
CSE20222171,Bhavna Trivedi,CSE,4,C,71.61,81.26,13.38,16,6,86.62,-4.94
ECE20222172,Panini Mody,ECE,4,C,72.62,87.38,12.99,11,5,87.01,0.5
CIVIL20222173,Ishita Dhingra,CIVIL,4,C,55.97,70.87,6.36,26,6,93.64,-2.71
CSE20212174,Wakeeta Prakash,CSE,5,A,48.09,83.37,4.61,14,6,95.39,1.55
CIVIL20212175,Anay Toor,CIVIL,6,B,68.96,80.89,6.75,17,5,93.25,-5.0
CIVIL20212176,Samarth Wason,CIVIL,6,B,50.04,78.07,7.39,19,5,92.61,1.78
MECH20202177,Bachittar Sekhon,MECH,8,B,66.08,61.31,13.38,34,6,86.62,-0.6
ECE20212178,Patrick Sandal,ECE,5,B,73.2,85.97,12.3,12,6,87.7,-1.95
CSE20212179,Faqid Bir,CSE,6,B,85.51,91.48,2.21,7,6,97.79,-0.24
MECH20212180,Chaman Gulati,MECH,6,C,34.87,30.98,18.13,62,5,81.87,-1.52
MECH20202181,Fariq Sekhon,MECH,8,A,58.61,65.05,14.51,31,5,85.49,-3.48
ECE20222182,Amrita Suresh,ECE,4,A,51.38,81.53,6.99,16,6,93.01,3.49
MECH20232183,Yuvraj Raju,MECH,1,A,42.94,49.71,17.6,45,6,82.4,1.22
ECE20212184,Lohit Krishna,ECE,5,A,83.06,99.46,5.03,0,5,94.97,-4.94
IT20202185,Arin Chauhan,IT,8,B,63.45,78.44,6.17,19,6,93.83,3.91
